vcv_accession	rcv_accession	gene_symbols	review_stars	review_status	clinical_significance	conditions
VCV000222791	RCV002517404	RYR2	1	criteria provided, conflicting classifications	Conflicting classifications of pathogenicity	{'name': 'Catecholaminergic polymorphic ventricular tachycardia 1', 'database': 'MedGen', 'id': 'C1631597'}
VCV000222791	RCV003997690	RYR2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Catecholaminergic polymorphic ventricular tachycardia', 'database': 'MedGen', 'id': 'C5574922'}
VCV000222791	RCV005243159	RYR2	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000222791	RCV006547821	RYR2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Cardiomyopathy', 'database': 'MedGen', 'id': 'C0878544'}
VCV000222957	RCV000208566	KIT	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Gastrointestinal stromal tumor', 'database': 'MedGen', 'id': 'C0238198'}
VCV000224156	RCV000209913	RPH3A	1	criteria provided, single submitter	Uncertain significance	{'name': 'not specified', 'database': 'MedGen', 'id': 'CN169374'}
VCV000224414	RCV000210038	PTPN11	1	criteria provided, single submitter	Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000224414	RCV001250211	PTPN11	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Noonan syndrome 1', 'database': 'MedGen', 'id': 'C4551602'}
VCV000224414	RCV002415881	PTPN11	1	criteria provided, single submitter	Uncertain significance	{'name': 'Cardiovascular phenotype', 'database': 'MedGen', 'id': 'CN230736'}
VCV000224414	RCV005251095	PTPN11	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Juvenile myelomonocytic leukemia', 'database': 'MedGen', 'id': 'C0349639'}
VCV000224714	RCV000210269	GNB1	0	no assertion criteria provided	Pathogenic	{'name': 'EEG with generalized epileptiform discharges', 'database': 'MedGen', 'id': 'C4023476'};{'name': 'Feeding difficulties', 'database': 'MedGen', 'id': 'C0232466'};{'name': 'Floppy infant', 'database': 'MedGen', 'id': 'C1860834'};{'name': 'Global developmental delay', 'database': 'MedGen', 'id': 'C0557874'};{'name': 'Growth delay', 'database': 'MedGen', 'id': 'C0456070'};{'name': 'Hypotonia', 'database': 'MedGen', 'id': 'C0026827'};{'name': 'Seizure', 'database': 'MedGen', 'id': 'C0036572'};{'name': 'Strabismus', 'database': 'MedGen', 'id': 'C0038379'}
VCV000224714	RCV000225134	GNB1	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Intellectual disability, autosomal dominant 42', 'database': 'MedGen', 'id': 'C4310774'}
VCV000224714	RCV000523590	GNB1	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000224714	RCV000755053	GNB1	0	no assertion criteria provided	Likely pathogenic	{'name': 'Hypotonia', 'database': 'MedGen', 'id': 'C0026827'};{'name': 'Neurodevelopmental Disability'};{'name': 'Seizure', 'database': 'MedGen', 'id': 'C0036572'}
VCV000224714	RCV001249296	GNB1	0	no classification provided	not provided	{'name': 'GNB1-related disorder'}
VCV000224714	RCV001266591	GNB1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000224844	RCV000210420	STAT3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'STAT3-related early-onset multisystem autoimmune disease', 'database': 'MedGen', 'id': 'C4014795'}
VCV000224844	RCV000489679	STAT3	1	criteria provided, single submitter	Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000224844	RCV001302951	STAT3	1	criteria provided, single submitter	Pathogenic	{'name': 'Hyper-IgE recurrent infection syndrome 1, autosomal dominant', 'database': 'MedGen', 'id': 'C2936739'};{'name': 'STAT3 gain of function', 'database': 'MedGen', 'id': 'C4288261'}
VCV000224844	RCV001775103	STAT3	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Hyper-IgE recurrent infection syndrome 1, autosomal dominant', 'database': 'MedGen', 'id': 'C2936739'}
VCV000224844	RCV004545762	STAT3	1	criteria provided, single submitter	Likely pathogenic	{'name': 'STAT3-related disorder'}
VCV000224846	RCV000210417	STAT3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'STAT3-related early-onset multisystem autoimmune disease', 'database': 'MedGen', 'id': 'C4014795'}
VCV000224846	RCV000653281	STAT3	1	criteria provided, single submitter	Pathogenic	{'name': 'Hyper-IgE recurrent infection syndrome 1, autosomal dominant', 'database': 'MedGen', 'id': 'C2936739'};{'name': 'STAT3 gain of function', 'database': 'MedGen', 'id': 'C4288261'}
VCV000224846	RCV005055741	STAT3	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000224848	RCV000210415	STAT3	1	criteria provided, single submitter	Pathogenic	{'name': 'STAT3-related early-onset multisystem autoimmune disease', 'database': 'MedGen', 'id': 'C4014795'}
VCV000224848	RCV000224259	STAT3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000224848	RCV000653278	STAT3	1	criteria provided, single submitter	Pathogenic	{'name': 'Hyper-IgE recurrent infection syndrome 1, autosomal dominant', 'database': 'MedGen', 'id': 'C2936739'};{'name': 'STAT3 gain of function', 'database': 'MedGen', 'id': 'C4288261'}
VCV000224848	RCV005893842	STAT3	1	criteria provided, single submitter	Pathogenic	{'name': 'See cases'}
VCV000224897	RCV000210479	FGFR1	1	criteria provided, single submitter	Pathogenic	{'name': 'Encephalocraniocutaneous lipomatosis', 'database': 'MedGen', 'id': 'C0406612'}
VCV000224897	RCV001849345	FGFR1	0	no assertion criteria provided	Uncertain significance	{'name': 'Pilomyxoid astrocytoma', 'database': 'MedGen', 'id': 'C1519086'}
VCV000225075	RCV000210558	JAK1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000225075	RCV001255134	JAK1	0	no assertion criteria provided	Pathogenic	{'name': 'Autoinflammation, immune dysregulation, and eosinophilia', 'database': 'MedGen', 'id': 'C5436572'}
VCV000225329	RCV000490465	CSF1R	1	criteria provided, single submitter	Uncertain significance	{'name': 'Hereditary diffuse leukoencephalopathy with spheroids', 'database': 'MedGen', 'id': 'C3711381'}
VCV000225406	RCV000490446	LRP5	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Bone mineral density quantitative trait locus 1', 'database': 'MedGen', 'id': 'C1866079'}
VCV000225406	RCV001853389	LRP5	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000225406	RCV005049487	LRP5	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Autosomal dominant osteopetrosis 1', 'database': 'MedGen', 'id': 'C1843330'};{'name': 'Bone mineral density quantitative trait locus 1', 'database': 'MedGen', 'id': 'C1866079'};{'name': 'Exudative vitreoretinopathy 4', 'database': 'MedGen', 'id': 'C1866176'};{'name': 'Osteoporosis with pseudoglioma', 'database': 'MedGen', 'id': 'C0432252'};{'name': 'Polycystic liver disease 4 with or without kidney cysts', 'database': 'MedGen', 'id': 'C4693479'};{'name': 'Worth disease', 'database': 'MedGen', 'id': 'C0432273'}
VCV000225682	RCV000473621	EGLN1	2	criteria provided, multiple submitters, no conflicts	Benign/Likely benign	{'name': 'Erythrocytosis, familial, 3', 'database': 'MedGen', 'id': 'C1853286'}
VCV000225682	RCV003907786	EGLN1	0	no assertion criteria provided	Benign	{'name': 'EGLN1-related disorder'}
VCV000225682	RCV004020582	EGLN1	1	criteria provided, single submitter	Benign	{'name': 'not specified', 'database': 'MedGen', 'id': 'CN169374'}
VCV000225682	RCV005230096	EGLN1	1	criteria provided, single submitter	Likely benign	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000225682	RCV006646109	EGLN1	0	no assertion criteria provided	protective	{'name': 'Triple-negative breast cancer', 'database': 'MedGen', 'id': 'C3539878'}
VCV000225682	RCV006646110	EGLN1	0	no assertion criteria provided	protective	{'name': 'Gastric cancer', 'database': 'MedGen', 'id': 'C0024623'}
VCV000225689	RCV000211002	SRC	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Thrombocytopenia 6', 'database': 'MedGen', 'id': 'C4310789'}
VCV000225689	RCV001003535	SRC	0	no assertion criteria provided	Likely pathogenic	{'name': 'Osteoporosis', 'database': 'MedGen', 'id': 'C0029456'};{'name': 'Primary myelofibrosis', 'database': 'MedGen', 'id': 'C0001815'};{'name': 'Thrombocytopenia', 'database': 'MedGen', 'id': 'C0040034'}
VCV000225760	RCV000256179	HNRNPH2	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'Intellectual disability, X-linked, syndromic, Bain type', 'database': 'MedGen', 'id': 'C4310814'}
VCV000225760	RCV000509011	HNRNPH2	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000225760	RCV000623824	HNRNPH2	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000225760	RCV001195298	HNRNPH2	1	criteria provided, single submitter	Pathogenic	{'name': 'Neurodevelopmental disorder', 'database': 'MedGen', 'id': 'C1535926'}
VCV000225760	RCV002273991	HNRNPH2	1	criteria provided, single submitter	Pathogenic	{'name': 'Neurodevelopmental delay', 'database': 'MedGen', 'id': 'C4022738'}
VCV000225760	RCV002285013	HNRNPH2	1	criteria provided, single submitter	Pathogenic	{'name': 'Abnormal facial shape', 'database': 'MedGen', 'id': 'C0424503'};{'name': 'Stereotypic movement disorder', 'database': 'MedGen', 'id': 'C0038273'}
VCV000228273	RCV000220187	MAP2K1	3	reviewed by expert panel	Pathogenic	{'name': 'RASopathy', 'database': 'MedGen', 'id': 'C5555857'}
VCV000228273	RCV000763361	MAP2K1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Cardiofaciocutaneous syndrome 3', 'database': 'MedGen', 'id': 'C3809006'};{'name': 'Noonan syndrome 1', 'database': 'MedGen', 'id': 'C4551602'}
VCV000228273	RCV000844674	MAP2K1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Noonan syndrome', 'database': 'MedGen', 'id': 'C0028326'}
VCV000228273	RCV001312196	MAP2K1	1	criteria provided, single submitter	Pathogenic	{'name': 'Cardiofaciocutaneous syndrome 3', 'database': 'MedGen', 'id': 'C3809006'}
VCV000228289	RCV000218943	RIT1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Noonan syndrome', 'database': 'MedGen', 'id': 'C0028326'}
VCV000228289	RCV000467706	RIT1	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'Noonan syndrome 8', 'database': 'MedGen', 'id': 'C3809233'}
VCV000228289	RCV002517525	RIT1	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000228392	RCV000215649	PTPN11	1	criteria provided, single submitter	Pathogenic	{'name': 'Juvenile myelomonocytic leukemia', 'database': 'MedGen', 'id': 'C0349639'}
VCV000228392	RCV001090939	PTPN11	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000228392	RCV003992237	PTPN11	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Noonan syndrome 1', 'database': 'MedGen', 'id': 'C4551602'}
VCV000228392	RCV006612259	PTPN11	1	criteria provided, single submitter	Uncertain significance	{'name': 'RASopathy', 'database': 'MedGen', 'id': 'C5555857'}
VCV000228577	RCV000216048	DIAPH1	1	criteria provided, single submitter	Pathogenic	{'name': 'Rare genetic deafness', 'database': 'MedGen', 'id': 'C5680250'}
VCV000228577	RCV000488049	DIAPH1	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Autosomal dominant nonsyndromic hearing loss 1', 'database': 'MedGen', 'id': 'C1852282'}
VCV000228577	RCV000733671	DIAPH1	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000228577	RCV002519628	DIAPH1	1	criteria provided, single submitter	Pathogenic	{'name': 'Autosomal dominant nonsyndromic hearing loss 1', 'database': 'MedGen', 'id': 'C1852282'};{'name': 'Progressive microcephaly-seizures-cortical blindness-developmental delay syndrome', 'database': 'MedGen', 'id': 'C5567650'}
VCV000230253	RCV000219834	TP53	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'Hereditary cancer-predisposing syndrome', 'database': 'MedGen', 'id': 'C0027672'}
VCV000230253	RCV000991149	TP53	3	reviewed by expert panel	Pathogenic	{'name': 'Li-Fraumeni syndrome', 'database': 'MedGen', 'id': 'C0085390'}
VCV000230253	RCV003475005	TP53	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Adrenocortical carcinoma, hereditary', 'database': 'MedGen', 'id': 'C1859972'}
VCV000230253	RCV004020650	TP53	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Li-Fraumeni syndrome 1', 'database': 'MedGen', 'id': 'C1835398'}
VCV000231060	RCV000222860	TP53	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Hereditary cancer-predisposing syndrome', 'database': 'MedGen', 'id': 'C0027672'}
VCV000231060	RCV000553607	TP53	1	criteria provided, single submitter	Pathogenic	{'name': 'Li-Fraumeni syndrome', 'database': 'MedGen', 'id': 'C0085390'}
VCV000231060	RCV000785460	TP53	0	no assertion criteria provided	Likely pathogenic	{'name': 'Ovarian neoplasm', 'database': 'MedGen', 'id': 'C0919267'}
VCV000231060	RCV002288863	TP53	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'Li-Fraumeni syndrome 1', 'database': 'MedGen', 'id': 'C1835398'}
VCV000231060	RCV006698137	TP53	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000234214	RCV000223388	TP53	2	criteria provided, multiple submitters, no conflicts	Uncertain significance	{'name': 'Hereditary cancer-predisposing syndrome', 'database': 'MedGen', 'id': 'C0027672'}
VCV000234214	RCV000633401	TP53	1	criteria provided, single submitter	Uncertain significance	{'name': 'Li-Fraumeni syndrome', 'database': 'MedGen', 'id': 'C0085390'}
VCV000234214	RCV002288901	TP53	1	criteria provided, single submitter	Uncertain significance	{'name': 'Li-Fraumeni syndrome 1', 'database': 'MedGen', 'id': 'C1835398'}
VCV000234301	RCV000217528	NLRP3	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'CN517202'}
VCV000234412	RCV000219331	SCN9A	2	criteria provided, multiple submitters, no conflicts	Benign/Likely benign	{'name': 'not specified', 'database': 'MedGen', 'id': 'CN169374'}
VCV000234412	RCV000307783	SCN9A	1	criteria provided, single submitter	Benign	{'name': 'Primary erythromelalgia', 'database': 'MedGen', 'id': 'C0014805'}
VCV000234412	RCV000415823	SCN9A	2	criteria provided, multiple submitters, no conflicts	Likely benign	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000234412	RCV001086552	SCN9A	1	criteria provided, single submitter	Benign	{'name': 'Generalized epilepsy with febrile seizures plus, type 7', 'database': 'MedGen', 'id': 'C2751778'};{'name': 'Neuropathy, hereditary sensory and autonomic, type 2A', 'database': 'MedGen', 'id': 'C2752089'}
VCV000234412	RCV001134461	SCN9A	1	criteria provided, single submitter	Benign	{'name': 'Paroxysmal extreme pain disorder', 'database': 'MedGen', 'id': 'C1833661'}
VCV000234412	RCV001134462	SCN9A	1	criteria provided, single submitter	Likely benign	{'name': 'Channelopathy-associated congenital insensitivity to pain, autosomal recessive', 'database': 'MedGen', 'id': 'C1855739'}
VCV000234412	RCV002338694	SCN9A	1	criteria provided, single submitter	Likely benign	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000234412	RCV004532814	SCN9A	0	no assertion criteria provided	Likely benign	{'name': 'SCN9A-related disorder'}
VCV000235839	RCV000224433	PIEZO2	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome', 'database': 'MedGen', 'id': 'C1862472'}
VCV000235839	RCV000415170	PIEZO2	1	criteria provided, single submitter	Pathogenic	{'name': 'Distal arthrogryposis', 'database': 'MedGen', 'id': 'C0265213'}
VCV000235839	RCV000487334	PIEZO2	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000235839	RCV001007806	PIEZO2	0	no assertion criteria provided	Pathogenic	{'name': 'Gordon syndrome', 'database': 'MedGen', 'id': 'C0220666'}
VCV000235839	RCV004649103	PIEZO2	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000242027	RCV000234453	PCSK9	2	criteria provided, multiple submitters, no conflicts	Benign/Likely benign	{'name': 'Hypercholesterolemia, autosomal dominant, 3', 'database': 'MedGen', 'id': 'C1863551'}
VCV000242027	RCV000497017	PCSK9	1	criteria provided, single submitter	Uncertain significance	{'name': 'Hypercholesterolemia, familial, 1', 'database': 'MedGen', 'id': 'C0745103'}
VCV000242027	RCV000776244	PCSK9	2	criteria provided, multiple submitters, no conflicts	Benign/Likely benign	{'name': 'Familial hypercholesterolemia', 'database': 'MedGen', 'id': 'C0020445'}
VCV000242027	RCV000858409	PCSK9	2	criteria provided, multiple submitters, no conflicts	Benign/Likely benign	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
