#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
PAX6	5080	11p13	chr11:31810574-31839509	3	Sufficient evidence for dosage pathogenicity							1	Little evidence for dosage pathogenicity	21271670						2015-11-05	MONDO:0024507	
PAX8	7849	2q14.1	chr2:113973574-114036498	1	Little evidence for dosage pathogenicity	9590296	22898500	33029631	15531527	26362610	28444304	0	No evidence available							2021-11-09	MONDO:0018612	
PAX9	5083	14q13.3	chr14:37126773-37148567	3	Sufficient evidence for dosage pathogenicity	28910570	11781684	24028587				0	No evidence available							2020-07-08	MONDO:0011477	
PBX1	5087	1q23.3	chr1:164528421-164855284	3	Sufficient evidence for dosage pathogenicity	29036646	28566479	28270404				0	No evidence available							2019-09-05		
PC	5091	11q13.2	chr11:66615891-66725854	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009949	
PCARE	388939	2p23.2	chr2:29284561-29297389	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2014-09-25	MONDO:0013263	
PCCA	5095	13q32.3	chr13:100741347-101182689	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011628	
PCDH15	65217	10q21.1	chr10:55562531-57387702	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011186	
PCDH19	57526	Xq22.1	chrX:99546642-99665271	3	Sufficient evidence for dosage pathogenicity	18469813	19214208	23712037	21480887	23334464	36408521	0	No evidence available							2023-02-14		
PCDH9	5101	13q21.32	chr13:66876966-67804468	0	No evidence available							0	No evidence available							2012-06-07		
PCDHGA8	9708	5q31.3	chr5:140772200-140892542	40	Dosage sensitivity unlikely	32487729	25807282	28406212	32461654			0	No evidence available							2021-02-02		
PCSK9	255738	1p32.3	chr1:55505221-55530525	40	Dosage sensitivity unlikely	19191301	15654334					0	No evidence available							2015-12-17	MONDO:0011369	
PCYT1A	5130	3q29	chr3:195961239-196014597	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012160	
PDE4D	5144	5q11.2-q12.1	chr5:58264865-59792113	0	No evidence available							0	No evidence available							2018-02-02		
PDE6C	5146	10q23.33	chr10:95372294-95425767	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013129	
PDGFRA	5156	4q12	chr4:55095460-55164412	0	No evidence available	38350919	29205322	33084842				0	No evidence available	28398664	26884814					2025-02-12		
PDHA1	5160	Xp22.12	chrX:19362045-19379836	3	Sufficient evidence for dosage pathogenicity	21914562	33504798	18709504	15384102	20002125		0	No evidence available							2022-09-27	MONDO:0019169	
PDHX	8050	11p13	chr11:34937677-35017675	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009503	
PDP1	54704	8q22.1	chr8:94929151-94938296	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012120	
PDSS2	57107	6q21	chr6:107473766-107780768	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013838	
PDX1	3651	13q12.2	chr13:28494137-28500450	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0024547	
PEG10	23089	7q21.3	chr7:94285637-94299007	0	No evidence available							0	No evidence available							2012-08-22		
PEG3	5178	19q13.43	chr19:57321450-57352094	0	No evidence available							0	No evidence available							2012-05-17		
PEPD	5184	19q13.11	chr19:33877856-34012697	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0008221	
PEX1	5189	7q21.2	chr7:92116339-92157834	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0019234	
PEX11B	8799	1q21.1	chr1:145516372-145523732	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013967	
PEX14	5195	1p36.22	chr1:10535007-10690815	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013952	
PEX16	9409	11p11.2	chr11:45931214-45939428	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0019234	
PEX26	55670	22q11.21	chr22:18560756-18588162	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0019234	
PEX3	8504	6q24.2	chr6:143771942-143811753	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0054549	
PEX7	5191	6q23.3	chr6:137143730-137235072	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013945	
PGAP3	93210	17q12	chr17:37827375-37844310	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014318	
PGK1	5230	Xq21.1	chrX:77359745-77384792	1	Little evidence for dosage pathogenicity	10720297	16567715	26883264	31658606			0	No evidence available							2024-09-10	MONDO:0010392	
PGM1	5236	1p31.3	chr1:64059082-64125916	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013968	
PGM3	5238	6q14.1	chr6:83860447-83903619	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014353	
PHC1	1911	12p13.31	chr12:9067105-9094063	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014173	
PHEX	5251	Xp22.11	chrX:22050443-22269427	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2012-06-28	MONDO:0010619	
PHF12	57649	17q11.2	chr17:27232268-27278536	3	Sufficient evidence for dosage pathogenicity	30559488	33004838	28263302	35982160	33057194		0	No evidence available							2025-03-31	MONDO:0100038	
PHF2	5253	9q22.31	chr9:96338866-96441869	1	Little evidence for dosage pathogenicity	25363768	27824329					0	No evidence available							2019-02-27		
PHF21A	51317	11p11.2	chr11:45950870-46143005	3	Sufficient evidence for dosage pathogenicity	30487643	36555772	36158052	31981491	25363760	35982159	0	No evidence available							2023-09-21	MONDO:0100038	
PHF3	23469	6q12	chr6:64345707-64435904	1	Little evidence for dosage pathogenicity	25363768	28263302					0	No evidence available							2019-02-27	MONDO:0005258	
PHF6	84295	Xq26.2	chrX:133507342-133562820	3	Sufficient evidence for dosage pathogenicity	12415272	15994862	22190899	24092917	23906836	24380767	0	No evidence available							2021-02-24	MONDO:0010537	
PHF8	23133	Xp11.22	chrX:53963113-54071569	3	Sufficient evidence for dosage pathogenicity	16199551	17594395	28135719				0	No evidence available							2020-08-26	MONDO:0010286	
PHIP	55023	6q14.1	chr6:79644136-79787971	3	Sufficient evidence for dosage pathogenicity	23033978	27900362	34773373	29209020	33004838		0	No evidence available							2022-04-13	MONDO:0035133	
PHKB	5257	16q12.1	chr16:47495210-47735434	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009868	
PHKG2	5261	16p11.2	chr16:30759746-30772497	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013091	
PHLDA2	7262	11p15.4	chr11:2949503-2950650	0	No evidence available							0	No evidence available							2012-03-22		
PHOX2B	8929	4p13	chr4:41746099-41750742	3	Sufficient evidence for dosage pathogenicity	33958749	21830319	28371199	29098737			0	No evidence available							2024-07-10	OMIM:613013,OMIM:209880	
PHYH	5264	10p13	chr10:13319799-13342064	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009958	
PIGA	5277	Xp22.2	chrX:15337573-15353676	1	Little evidence for dosage pathogenicity							0	No evidence available							2025-04-10	MONDO:0005047	
PIGN	23556	18q21.33	chr18:59708397-59854289	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013563	
PIGO	84720	9p13.3	chr9:35088685-35096588	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013882	
PIGW	284098	17q12	chr17:34890814-34895152	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014457	
PIK3CA	5290	3q26.32	chr3:178866145-178957881	0	No evidence available							0	No evidence available							2025-03-13		
PIK3R2	5296	19p13.11	chr19:18263973-18281342	0	No evidence available							0	No evidence available							2015-06-25		
PINK1	65018	1p36.12	chr1:20959951-20978004	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011613	
PIP5K1C	23396	19p13.3	chr19:3630181-3700466	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012656	
PITPNA	5306	17p13.3	chr17:1421012-1466086	0	No evidence available							0	No evidence available							2012-06-07		
PITX2	5308	4q25	chr4:111538579-111563279	3	Sufficient evidence for dosage pathogenicity	14630904	17167399	20881294	29939776			0	No evidence available							2022-10-24	MONDO:0019187	
PITX3	5309	10q24.32	chr10:103989946-104001269	0	No evidence available							0	No evidence available							2013-11-06		
PKD1	5310	16p13.3	chr16:2138709-2185899	3	Sufficient evidence for dosage pathogenicity	25491204	24694054	29529603				0	No evidence available							2020-06-10	MONDO:0008263	
PKD2	5311	4q22.1	chr4:88928787-88998929	3	Sufficient evidence for dosage pathogenicity	8650545	9402976					0	No evidence available							2012-07-06	MONDO:0013131	
PKP2	5318	12p11.21	chr12:32943689-33049711	3	Sufficient evidence for dosage pathogenicity	15489853	24704780	29038103	34120153	34120153	35653365	0	No evidence available							2023-05-10	MONDO:0016587	
PLA2G6	8398	22q13.1	chr22:38507502-38577837	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0018307	
PLAGL1	5325	6q24.2	chr6:144261437-144385736	0	No evidence available							0	No evidence available							2012-08-26		
PLCB1	23236	20p12.3	chr20:8112913-8865547	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013389	
PLEKHG5	57449	1p36.31	chr1:6526152-6580152	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014154	
PLOD1	5351	1p36.22	chr1:11994774-12035594	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0016002	
PLOD2	5352	3q24	chr3:145787227-145878971	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012217	
PLOD3	8985	7q22.1	chr7:100849265-100860862	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012892	
PLP1	5354	Xq22.2	chrX:103031434-103047548	3	Sufficient evidence for dosage pathogenicity	21679407	1720927	16416265	12297985	11093273	11071483	3	Sufficient evidence for dosage pathogenicity	15689360	10417279	19376225	9634530			2021-04-12	MONDO:0010714	MONDO:0010714
PMM2	5373	16p13.2	chr16:8891696-8943182	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008907	
PMP22	5376	17p12	chr17:15133096-15168643	3	Sufficient evidence for dosage pathogenicity	8012388	9040737	9712007				0	No evidence available							2012-07-12	MONDO:0008087	MONDO:0007309
PNP	4860	14q11.2	chr14:20937565-20945248	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013171	
POGZ	23126	1q21.3	chr1:151375200-151431970	3	Sufficient evidence for dosage pathogenicity	27148570	26942287	26739615				0	No evidence available							2017-12-27	MONDO:0014606	
POLD1	5424	19q13.33	chr19:50887580-50921275	1	Little evidence for dosage pathogenicity							0	No evidence available							2020-06-05		
POLE	5426	12q24.33	chr12:133200348-133263928	1	Little evidence for dosage pathogenicity	23585368	29020732					0	No evidence available							2019-12-16		
POLH	5429	6p21.1	chr6:43543922-43588260	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2024-11-13	MONDO:0010214	
POLL	27343	10q24.32	chr10:103338639-103348027	0	No evidence available							0	No evidence available							2011-12-21		MONDO:0009525
POLR1D	51082	13q12.2	chr13:28194880-28241548	3	Sufficient evidence for dosage pathogenicity	21131976	25790162					0	No evidence available							2021-06-23	MONDO:0013385	
POMP	51371	13q12.3	chr13:29233267-29253096	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-08-27	MONDO:0011169	
POMT2	29954	14q24.3	chr14:77741299-77787226	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0018276	
POR	5447	7q11.23	chr7:75544473-75616173	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0008726	
PORCN	64840	Xp11.23	chrX:48367380-48379202	3	Sufficient evidence for dosage pathogenicity	17546030	17546031	20854095				0	No evidence available							2012-08-23	MONDO:0010592	
POU3F3	5455	2q12.1	chr2:105470573-105475032	0	No evidence available	37010288	24550763					Not yet evaluated	Not yet evaluated							2025-01-14	MONDO:0100038	
POU4F3	5459	5q32	chr5:145718402-145721291	3	Sufficient evidence for dosage pathogenicity	9506947	27535032	27999687	24556497	32684921	28545070	0	No evidence available							2023-11-29	MONDO:0011226	
PPIB	5479	15q22.31	chr15:64448016-64455221	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009805	
PPM1D	8493	17q23.2	chr17:58677554-58743641	0	No evidence available	28343630	35016835					0	No evidence available							2023-03-28	MONDO:0000508	
PPP1R9A	55607	7q21.3	chr7:94536906-94925727	0	No evidence available							0	No evidence available							2012-04-04		
PPP2R1A	5518	19q13.41	chr19:52693305-52732771	0	No evidence available							0	No evidence available							2023-12-06		
PPP2R5D	5528	6p21.1	chr6:42952308-42980080	1	Little evidence for dosage pathogenicity	32595695	25363768					0	No evidence available							2021-05-26	MONDO:0014602	
PPT1	5538	1p34.2	chr1:40537133-40562924	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009744	
PQBP1	10084	Xp11.23	chrX:48755213-48760420	3	Sufficient evidence for dosage pathogenicity	20950397	17033686	21315190				0	No evidence available							2020-04-09	MONDO:0010653	
PRCD	768206	17q25.1	chr17:74523668-74541458	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012523	
PRDM6	93166	5q23.2	chr5:122424936-122529960	0	No evidence available							0	No evidence available							2017-12-14		
PREPL	9581	2p21	chr2:44544746-44589001	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-03-21	MONDO:0044299	
PRG4	10216	1q31.1	chr1:186265405-186283699	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008828	
PRKAG2	51422	7q36.1	chr7:151253213-151574200	0	No evidence available							0	No evidence available							2015-11-05	MONDO:0800484	
