#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
MYO3A	53904	10p12.1	chr10:25934229-26212532	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2018-03-06	MONDO:0011774	
MYO5A	4644	15q21.2	chr15:52307283-52529050	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008962	
MYO5B	4645	18q21.1	chr18:49822789-50195147	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-04-08	MONDO:0009635	
MYT1L	23040	2p25.3	chr2:1789113-2331275	3	Sufficient evidence for dosage pathogenicity	27824329	23033978	25232846				0	No evidence available							2017-03-09	MONDO:0014678	
NAA10	8260	Xq28	chrX:153929225-153935037	1	Little evidence for dosage pathogenicity	24431331						0	No evidence available							2022-08-09	MONDO:0100124	
NAA15	80155	4q31.1	chr4:139301505-139391384	3	Sufficient evidence for dosage pathogenicity	28191889	29656860	28263302				0	No evidence available							2021-04-13	MONDO:0000508	
NAALADL2	254827	3q26.31	chr3:174440982-175810548	0	No evidence available	15168106	22106001					0	No evidence available							2016-01-07		
NAF1	92345	4q32.2	chr4:163103929-163166890	1	Little evidence for dosage pathogenicity	36416722	27510903					0	No evidence available							2024-08-20	MONDO:0000148	
NAT8L	339983	4p16.3	chr4:2059327-2069089	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013549	
NBAS	51594	2p24.3	chr2:14778909-15561334	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013889	
NBEA	26960	13q13.3	chr13:34942270-35672736	3	Sufficient evidence for dosage pathogenicity	30269351	12746398					0	No evidence available							2019-06-26	MONDO:0100038	
NBN	4683	8q21.3	chr8:89933331-89984667	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2024-04-10	MONDO:0009623	
NCF1	653361	7q11.23	chr7:74774011-74789315	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-10-10	MONDO:0009309	
NCF2	4688	1q25.3	chr1:183555562-183601849	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009310	
NCF4	4689	22q12.3	chr22:36861006-36878015	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013507	
NCKAP1	10787	2q32.1	chr2:182909115-183038457	3	Sufficient evidence for dosage pathogenicity	27632392	27824329	28940097				0	No evidence available							2017-12-27	MONDO:0100038	
NDE1	54820	16p13.11	chr16:15643382-15726353	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-04-29	MONDO:0013527	
NDN	4692	15q11.2	chr15:23685400-23687305	0	No evidence available							0	No evidence available							2012-04-26		
NDP	4693	Xp11.3	chrX:43948776-43973390	3	Sufficient evidence for dosage pathogenicity	8790105	1301161	1307245				0	No evidence available							2012-06-14	MONDO:0010691	
NDRG1	10397	8q24.22	chr8:133237175-133297252	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011085	
NDUFA1	4694	Xq24	chrX:119871832-119876662	0	No evidence available							0	No evidence available							2012-07-25		
NDUFA10	4705	2q37.3	chr2:239892442-240025342	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
NDUFAF1	51103	15q15.1	chr15:41387353-41403026	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100224	
NDUFAF2	91942	5q12.1	chr5:60945205-61153026	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
NDUFAF5	79133	20p12.1	chr20:13785028-13821580	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100224	
NDUFB3	4709	2q33.1	chr2:201072001-201085750	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0100224	
NDUFS4	4724	5q11.2	chr5:53560639-53683338	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0100224	
NDUFS6	4726	5p15.33	chr5:1801407-1816048	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100224	
NDUFS7	374291	19p13.3	chr19:1383907-1395584	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
NDUFS8	4728	11q13.2	chr11:68030681-68036644	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
NDUFV1	4723	11q13.2	chr11:67606936-67612554	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-03-22	MONDO:0100224	
NDUFV2	4729	18p11.22	chr18:9102699-9134341	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100224	
NEBL	10529	10p12.31	chr10:20779973-21293050	0	No evidence available							0	No evidence available							2011-12-21		
NEDD9	4739	6p24.2	chr6:11183298-11382348	1	Little evidence for dosage pathogenicity	25363768						0	No evidence available							2019-02-27	MONDO:0100038	
NEFL	4747	8p21.2	chr8:24950955-24956612	0	No evidence available	20039262	19158810					0	No evidence available							2018-09-17		
NEK1	4750	4q33	chr4:169392809-169612583	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2013-08-01	MONDO:0009894	
NELFA	7469	4p16.3	chr4:1982723-2008974	0	No evidence available							0	No evidence available							2012-09-06		
NEXMIF	340533	Xq13.3	chrX:74732856-74925452	3	Sufficient evidence for dosage pathogenicity	2756881	27358180	27568816				0	No evidence available							2019-06-26	MONDO:0010483	
NF1	4763	17q11.2	chr17:31094927-31377677	3	Sufficient evidence for dosage pathogenicity	1757093	1302608	34427956	34750850	28230061		0	No evidence available							2023-02-12	MONDO:0018975	
NF2	4771	22q12.2	chr22:29603556-29698600	3	Sufficient evidence for dosage pathogenicity	7913580	9817927	11159946				0	No evidence available							2020-09-08	MONDO:0007039	
NFIA	4774	1p31.3	chr1:61077227-61462788	3	Sufficient evidence for dosage pathogenicity	22031302	24462883	27081522				0	No evidence available							2017-01-12	MONDO:0013396	
NFIB	4781	9p23-p22.3	chr9:14081843-14532077	3	Sufficient evidence for dosage pathogenicity	30388402	36321570	33130023	32902921			0	No evidence available							2024-12-10	MONDO:0800439	
NFIX	4784	19p13.13	chr19:12995475-13098796	3	Sufficient evidence for dosage pathogenicity	29897170						0	No evidence available	29184170	20613546					2022-04-12	MONDO:0013885	
NGLY1	55768	3p24.2	chr3:25718944-25790039	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-02-18	MONDO:0800044	
NHP2	55651	5q35.3	chr5:178149463-178153885	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-03-04	MONDO:0013519	
NHS	4810	Xp22.2-p22.13	chrX:17375200-17735994	3	Sufficient evidence for dosage pathogenicity	14564667	15623749	16736028	22229851	28061824		0	No evidence available							2021-04-28	MONDO:0010545	
NIPA1	123606	15q11.2	chr15:22786225-22829789	0	No evidence available							0	No evidence available							2012-04-04		
NIPA2	81614	15q11.2	chr15:22838666-22868384	0	No evidence available							0	No evidence available							2012-04-04		
NIPBL	25836	5p13.2	chr5:36876769-37066413	3	Sufficient evidence for dosage pathogenicity	15146185	15146186	15318302				1	Little evidence for dosage pathogenicity	23085304	19052029					2020-08-26	MONDO:0007387	
NKX2-5	1482	5q35.1	chr5:173232109-173235206	3	Sufficient evidence for dosage pathogenicity	28690296	26679770	17891520				0	No evidence available							2020-07-22	MONDO:0800441	
NKX3-2	579	4p15.33	chr4:13540830-13547744	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013228	
NLGN1	22871	3q26.31	chr3:173395952-174294372	0	No evidence available	15551338	22106001					0	No evidence available							2016-03-25		
NLGN3	54413	Xq13.1	chrX:71144841-71175307	0	No evidence available							0	No evidence available							2012-07-25		
NLGN4X	57502	Xp22.32-p22.31	chrX:5890042-6228867	2	Some evidence for dosage pathogenicity	12669065	14963808	18231125	23352163	36368308	32005694	0	No evidence available							2025-03-26	MONDO:0100148	
NNAT	4826	20q11.23	chr20:37521250-37523690	0	No evidence available							0	No evidence available							2012-04-28		
NODAL	4838	10q22.1	chr10:70431936-70447951	1	Little evidence for dosage pathogenicity	19064609						0	No evidence available							2013-08-08		
NOG	9241	17q22	chr17:56593699-56595611	3	Sufficient evidence for dosage pathogenicity	12089654	16532400	11846737				0	No evidence available							2021-01-12	MONDO:0008519	
NONO	4841	Xq13.1	chrX:71283635-71301168	3	Sufficient evidence for dosage pathogenicity	36426740						0	No evidence available							2024-07-24	MONDO:0020119	
NOP10	55505	15q14	chr15:34341719-34343136	0	No evidence available							0	No evidence available							2025-02-12		
NOTCH1	4851	9q34.3	chr9:136494433-136546048	3	Sufficient evidence for dosage pathogenicity	16025100	37239988	32720365	25963545			0	No evidence available							2024-09-24	MONDO:0014459	
NOTCH2	4853	1p12	chr1:119911553-120069662	0	No evidence available							0	No evidence available							2014-07-17	MONDO:0012439	
NPC1	4864	18q11.2	chr18:23506184-23586506	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009757	
NPHP1	4867	2q13	chr2:110123348-110205013	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-10-10	MONDO:0015369	
NPHP4	261734	1p36.31	chr1:5862811-5992425	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011756	
NPHS1	4868	19q13.12	chr19:35825372-35852504	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009732	
NPRL3	8131	16p13.3	chr16:85386-138673	3	Sufficient evidence for dosage pathogenicity	26285051	34868250	31111464	30093711	36937533	31440721	0	No evidence available							2023-12-12	MONDO:0005384	
NPTX2	4885	7q22.1	chr7:98617285-98629869	0	No evidence available							0	No evidence available							2012-10-10		
NR0B1	190	Xp21.2	chrX:30304206-30309390	3	Sufficient evidence for dosage pathogenicity	16684822	15841486	11748852				0	No evidence available							2020-05-05	MONDO:0010264	
NR2F1	7025	5q15	chr5:93583222-93594611	3	Sufficient evidence for dosage pathogenicity	32275123	23300014	32712214	24462372	34837429		0	No evidence available							2022-08-09	MONDO:0014320	
NR2F2	7026	15q26.2	chr15:96326046-96340263	0	No evidence available							0	No evidence available							2012-07-10		
NR3C2	4306	4q31.23	chr4:148078764-148445508	3	Sufficient evidence for dosage pathogenicity	9662404	16954160	27725360				0	No evidence available							2020-04-06	MONDO:0008329	
NR4A2	4929	2q24.1	chr2:156324437-156332721	3	Sufficient evidence for dosage pathogenicity	28544326	29770430	31428396	32366965	31922365	30504930	0	No evidence available							2022-09-27	MONDO:0100038	
NR5A1	2516	9q33.3	chr9:124481236-124507399	3	Sufficient evidence for dosage pathogenicity	15579739	15472171	21654157	22028768	17488792	19246354	0	No evidence available							2021-02-24	MONDO:0013066	
NRG3	10718	10q23.1	chr10:81875194-82987179	0	No evidence available							0	No evidence available	21248748						2011-12-21		
NRXN1	9378	2p16.3	chr2:49918503-51032132	3	Sufficient evidence for dosage pathogenicity	20162629	18057082	20468056	21424692	27869829	24768552	0	No evidence available							2021-06-08	MONDO:0100038	
NSD1	64324	5q35.3	chr5:177131798-177300213	3	Sufficient evidence for dosage pathogenicity	11896389	17565729	23190751				0	No evidence available							2020-07-27	MONDO:0019349	
NSD2	7468	4p16.3	chr4:1871393-1982192	3	Sufficient evidence for dosage pathogenicity	29760529	30345613	30244530	29892088	33941880	35550183	0	No evidence available							2023-10-25	MONDO:0000508	
NSDHL	50814	Xq28	chrX:152831063-152869729	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2019-09-25	MONDO:0010621	
NTAN1	123803	16p13.11	chr16:15037857-15056074	0	No evidence available							0	No evidence available							2018-09-17		
NTHL1	4913	16p13.3	chr16:2039820-2047834	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-07-06	MONDO:0014630	
NUDT13	25961	10q22.2	chr10:73110455-73131823	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-02		
NUS1	116150	6q22.1	chr6:117675469-117710727	3	Sufficient evidence for dosage pathogenicity	29100083	34532305	33731878	31656175			0	No evidence available							2022-09-27	MONDO:0100038	
NYX	60506	Xp11.4	chrX:41447343-41475652	3	Sufficient evidence for dosage pathogenicity	11062472	11062471	18617546				0	No evidence available							2020-01-22	MONDO:0010690	
OAT	4942	10q26.13	chr10:124397303-124418923	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009796	
OBSL1	23363	2q35	chr2:219547206-219571539	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013039	
OCA2	4948	15q12-q13.1	chr15:27719008-28099315	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-04-28	MONDO:0008746	
OCLN	100506658	5q13.2	chr5:69492547-69558104	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0020789	
OCRL	4952	Xq26.1	chrX:129540259-129592556	3	Sufficient evidence for dosage pathogenicity	10923037	21031565	31674016				0	No evidence available							2021-01-12	MONDO:0010645	
OFD1	8481	Xp22.2	chrX:13714505-13773738	3	Sufficient evidence for dosage pathogenicity	11179005	11950863	18546297	23033313			0	No evidence available							2021-04-13	MONDO:0010702	
OPHN1	4983	Xq12	chrX:68042344-68433841	3	Sufficient evidence for dosage pathogenicity	16221952	20528889	24817631	24105372	30534410	32872024	0	No evidence available	18512229	22659343	28931914				2023-03-22	MONDO:0010337	
OR5AU1	390445	14q11.2	chr14:21154865-21156063	0	No evidence available							0	No evidence available							2015-03-11		
ORC4	5000	2q23.1	chr2:147930396-148021551	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-11-05	MONDO:0013428	
ORC6	23594	16q11.2	chr16:46689659-46698394	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013430	
OSBPL5	114879	11p15.4	chr11:3087107-3165310	0	No evidence available							0	No evidence available							2012-09-06		
OSTM1	28962	6q21	chr6:108041409-108074741	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009817	
OTC	5009	Xp11.4	chrX:38327684-38422928	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2012-06-28	MONDO:0010703	
OTOA	146183	16p12.2	chr16:21663968-21760729	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011762	
OTOF	9381	2p23.3	chr2:26457203-26558756	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010986	
